	named_entities	type
9198	 Lei no 10.098	train
9199	Lei Complementar no 79	train
9200	 Lei no 11.473	train
9201	Lei Complementar no 156	test
9202	Lei Complementar no 148	test
9203	 Lei no 9.496	test
9204	 Decreto no 8.616	test
9205	 Lei no 8.036	test
9206	 Lei no 9.394	train
9207	 Decreto no 8.877	train
9208	 Decreto no 8.961	train
9209	 Lei no 1.283	train
9210	 Lei no 7.889	train
9211	 Decreto no 9.013	train
9212	 Lei no 11.326	train
9213	 Lei no 8.629	train
9214	 Decreto no 8.917	train
9215	 Decreto no 8.817	train
9216	 Decreto no 8.852	train
9217	 Decreto no 8.795	train
9218	 Lei no 13.334	test
9219	 Lei no 10.233	test
9220	 Lei no 8.987	test
9221	 Lei no 4.131	test
9222	 Lei no 4.829	test
9223	 Lei no 6.024	test
9224	 Lei no 6.385	test
9225	 Lei no 9.069	test
9226	 Lei no 9.613	test
9227	 Lei no 9.873	test
9228	 Lei no 10.214	test
9229	 Lei no 11.371	test
9230	 Lei no 11.795	test
9231	 Lei no 12.810	test
9232	 Lei no 12.865	test
9233	Decreto-Lei no 9.025	test
9234	 Decreto no 23.258	test
9235	Medida Provisória no 2.224	test
9236	 Lei no 9.610	train
9237	 Lei no 12.853	train
9238	 Decreto no 8.469	train
9239	 Lei no 10.962	train
9240	 Lei no 13.189	train
9241	 Lei no 11.482	train
9242	 Lei no 9.432	train
9243	 Lei no 9.432	train
9244	 Lei no 10.893	train
9245	 Lei no 12.086	train
9246	 Decreto no 3.088	train
9247	 Lei no 13.439	train
9248	 Decreto no 8.975	train
9249	Lei Complementar no 129	test
9250	 Lei no 10.260	test
9251	 Lei no 7.827	test
9252	 Lei no 9.394	test
9253	 Lei no 8.958	test
9254	Medida Provisória no 2.156	test
9255	Medida Provisória no 2.157	test
9256	Decreto-Lei no 1.437	test
9257	Decreto-Lei no 2.355	test
9258	 Lei no 13.347	train
9259	Medida Provisória no 2.220	train
9260	 Lei no 10.741	train
9261	 Lei no 11.578	train
9262	 Lei no 12.712	train
9263	Decreto-Lei no 5.452	train
9264	 Lei no 13.340	train
9265	 Decreto no 8.929	train
9266	 Decreto no 5.059	train
9267	 Decreto no 6.573	train
9268	 Decreto no 8.980	train
9269	 Lei no 7.990	train
9270	 Lei no 8.001	train
9271	 Lei no 6.567	test
9272	Decreto-Lei no 227	test
9273	 Decreto no 6.884	test
9274	 Decreto no 8.947	train
9275	 Decreto no 99.684	train
9276	Lei Complementar no 159	train
9277	 Decreto no 8.817	train
9278	Lei Complementar no 159	train
9279	 Decreto no 6.573	train
9280	 Decreto no 8.961	train
9281	 Decreto no 8.156	train
9282	 Decreto no 2.444	train
9283	 Lei no 12.973	test
9284	Medida Provisória no 772	test
9285	Medida Provisória no 773	test
9286	Medida Provisória no 774	test
9287	 Decreto no 7.922	train
9288	 Decreto no 8.961	train
9289	 Decreto no 27.048	train
9290	 Lei no 9.481	train
9291	 Lei no 12.973	train
9292	 Decreto no 6.759	train
9293	 Lei no 5.821	train
9294	 Decreto no 3.998	train
9295	 Decreto no 40.556	train
9296	 Decreto no 52.795	train
9297	 Decreto no 88.066	train
9298	 Decreto no 89.404	test
9299	 Lei no 10.438	test
9300	 Lei no 9.074	test
9301	 Decreto no 5.081	test
9302	 Decreto no 5.163	test
9303	 Decreto no 7.246	test
9304	 Decreto no 7.805	test
9305	 Decreto no 9.022	test
9306	 Lei no 11.356	train
9307	 Lei no 12.396	train
9308	Lei Complementar no 26	train
9309	 Lei no 9.610	train
9310	 Lei no 12.853	train
9311	 Decreto no 8.469	train
9312	 Lei no 12.599	train
9313	 Decreto no 40.556	train
9314	 Lei no 7.183	train
9315	 Lei no 12.810	train
9316	 Lei no 13.097	train
9317	 Lei no 10.931	train
9318	 Decreto no 8.415	train
9319	 Decreto no 5.707	test
9320	 Decreto no 9.142	test
9321	 Lei no 9.394	train
9322	Medida Provisória no 783	train
9323	 Decreto no 6.783	train
9324	 Decreto no 8.889	train
9325	 Lei no 13.408	train
9326	 Lei no 13.473	train
9327	 Lei no 6.088	train
9328	 Lei no 10.893	train
9329	Lei Complementar no 156	train
9330	Lei Complementar no 159	train
9331	Lei Complementar no 148	train
9332	 Lei no 12.783	test
9333	 Decreto no 9.147	test
9334	 Lei no 6.015	train
9335	Medida Provisória no 802	train
9336	 Decreto no 9.144	train
9337	 Decreto no 9.035	train
9338	Medida Provisória no 793	train
9339	Medida Provisória no 783	train
9340	Medida Provisória no 798	train
9341	 Decreto no 8.961	train
9342	 Lei no 9.796	train
9343	 Lei no 8.078	test
9344	 Lei no 8.935	test
9345	 Lei no 13.165	train
9346	 Lei no 9.394	train
9347	Decreto-Lei no 1.001	train
9348	 Lei no 9.786	train
9349	 Decreto no 3.182	train
9350	 Lei no 12.187	train
9351	 Decreto no 7.390	train
9352	 Lei no 9.434	train
9353	 Lei no 12.305	train
9354	 Decreto no 7.404	train
9355	 Lei no 8.666	train
9356	 Decreto no 7.746	train
9357	 Decreto no 6.514	test
9358	 Lei no 9.503	test
9359	 Lei no 12.249	train
9360	 Decreto no 70.235	train
9361	 Lei no 8.072	train
9362	 Lei no 9.250	train
9363	Lei Complementar no 79	train
9364	 Lei no 11.473	train
9365	Medida Provisória no 755	train
9366	Lei Complementar no 159	train
9367	 Decreto no 9.109	train
9368	 Decreto no 40.556	train
9369	 Lei no 8.112	train
9370	 Lei no 10.887	train
9371	 Lei no 9.433	train
9372	 Decreto no 8.985	test
9373	 Lei no 13.496	test
9374	 Lei no 8.112	train
9375	 Decreto no 6.114	train
9376	 Lei no 12.783	train
9377	 Lei no 13.334	train
9378	 Lei no 10.683	train
9379	Medida Provisória no 768	train
9380	 Decreto no 7.689	train
9381	 Lei no 9.637	train
9382	 Lei no 12.783	train
9383	 Decreto no 9.054	train
9384	 Decreto no 9.038	train
9385	 Lei no 11.340	train
9386	 Lei no 6.385	test
9387	 Lei no 4.131	test
9388	 Lei no 4.829	test
9389	 Lei no 6.024	test
9390	 Lei no 7.492	test
9391	 Lei no 9.069	test
9392	 Lei no 9.613	test
9393	 Lei no 10.214	test
9394	 Lei no 11.371	test
9395	 Lei no 11.795	test
9396	 Lei no 12.810	test
9397	 Lei no 12.865	test
9398	 Lei no 4.595	test
9399	 Lei no 9.447	test
9400	 Lei no 4.380	test
9401	 Lei no 4.728	test
9402	 Lei no 9.873	test
9403	Decreto-Lei no 9.025	test
9404	Decreto-Lei no 448	test
9405	 Decreto no 23.258	test
9406	Medida Provisória no 2.224	test
9407	 Decreto no 9.052	test
9408	Decreto-Lei no 5.452	train
9409	 Lei no 6.088	train
9410	 Lei no 13.445	train
9411	 Lei no 8.069	train
9412	 Lei no 10.406	train
9413	Decreto-Lei no 5.452	train
9414	 Decreto no 8.961	train
9415	 Lei no 11.664	train
9416	 Lei no 8.685	train
9417	 Lei no 12.599	train
9418	Medida Provisória no 2.228	train
9419	 Lei no 9.883	train
9420	 Decreto no 4.376	train
9421	 Decreto no 5.023	test
9422	 Lei no 10.696	test
9423	 Lei no 12.512	test
9424	 Decreto no 7.775	test
9425	 Lei no 11.516	train
9426	 Lei no 7.957	train
9427	 Decreto no 8.005	train
9428	 Decreto no 8.436	train
9429	 Lei no 11.079	train
9430	 Lei no 11.578	train
9431	 Lei no 12.712	train
9432	Lei Complementar no 156	train
9433	 Decreto no 9.056	train
9434	 Lei no 12.512	train
9435	 Decreto no 8.983	train
9436	 Lei no 12.855	train
9437	 Lei no 12.855	train
9438	 Lei no 12.855	test
9439	 Lei no 12.855	test
9440	 Lei no 12.855	train
9441	Lei Complementar no 129	train
9442	 Lei no 10.260	train
9443	 Lei no 7.827	train
9444	 Lei no 9.394	train
9445	 Lei no 8.958	train
9446	 Lei no 9.766	train
9447	 Lei no 8.745	train
9448	 Lei no 12.101	train
9449	 Lei no 12.688	train
9450	 Lei no 12.871	train
9451	Medida Provisória no 2.156	train
9452	Medida Provisória no 2.157	train
9453	Decreto-Lei no 2.848	train
9454	 Lei no 10.406	train
9455	 Decreto no 8.009	train
9456	 Decreto no 9.035	train
9457	 Decreto no 9.009	train
9458	Emenda Constitucional no 19	train
9459	 Lei no 8.248	test
9460	 Lei no 8.387	test
9461	 Lei no 10.741	test
9462	 Decreto no 5.958	train
9463	 Decreto no 2.153	train
9464	 Decreto no 6.558	train
9465	 Lei no 13.408	train
9466	 Lei no 9.519	train
9467	 Lei no 10.962	train
9468	Decreto-Lei no 5.452	train
9469	 Lei no 9.503	train
9470	 Lei no 13.414	test
9471	 Lei no 13.408	test
9472	 Lei no 12.304	train
9473	 Decreto no 8.961	train
9474	 Lei no 8.876	train
9475	Decreto-Lei no 227	train
9476	 Lei no 7.827	train
9477	 Lei no 10.177	train
9478	Lei Complementar no 26	train
9479	 Decreto no 8.852	train
9480	 Decreto no 2.444	train
9481	Decreto-Lei no 62	train
9482	 Lei no 12.111	test
9483	 Lei no 10.438	test
9484	 Lei no 8.001	test
9485	 Decreto no 9.121	train
9486	 Decreto no 8.978	train
9487	 Decreto no 8.688	train
9488	 Decreto no 8.854	train
9489	 Lei no 11.445	train
9490	 Decreto no 7.217	train
9491	 Lei no 13.152	train
9492	 Lei no 12.815	train
9493	 Decreto no 8.033	train
9494	 Decreto no 4.732	train
9495	 Decreto no 4.993	train
9496	 Decreto no 8.997	train
9497	 Decreto no 4.732	train
9498	 Decreto no 4.993	train
9499	 Lei no 12.810	test
9500	 Lei no 5.821	test
9501	 Decreto no 7.769	train
9502	 Lei no 7.565	train
9503	 Decreto no 6.834	train
9504	 Decreto no 5.144	train
9505	 Decreto no 9.058	train
9506	 Decreto no 79.644	train
9507	 Lei no 13.155	train
9508	 Decreto no 99.678	train
9509	 Decreto no 99.651	train
9510	 Lei no 8.427	train
9511	 Lei no 6.435	test
9512	 Lei no 5.627	test
9513	Decreto-Lei no 73	test
9514	 Lei no 9.491	test
9515	 Lei no 8.031	test
9516	 Lei no 9.605	train
9517	 Lei no 7.418	train
9518	 Lei no 4.771	train
9519	 Lei no 9.393	train
9520	 Lei no 4.229	train
9521	 Lei no 9.434	train
9522	 Lei no 9.365	train
9523	 Lei no 9.870	train
9524	 Lei no 9.530	train
9525	 Lei no 9.279	test
9526	 Lei no 7.827	test
9527	 Lei no 4.878	train
9528	 Lei no 7.347	train
9529	 Lei no 9.365	train
9530	 Lei no 9.870	train
9531	 Decreto no 3.129	train
9532	Decreto-Lei no 709	train
9533	 Lei no 9.530	train
9534	 Decreto no 2.673	train
9535	 Lei no 8.929	test
9536	 Decreto no 3.354	test
9537	 Lei no 8934	train
9538	 Lei no 9829	train
9539	 Decreto no 1800	train
9540	Medida Provisória no 1958-28	train
9541	 Lei no 8.723	train
9542	 Lei no 9.656	train
9543	 Decreto no 96.304	train
9544	 Decreto no 2.731	train
9545	 Decreto no 3.271	train
9546	 Decreto no 2.773	train
9547	 Lei no 1.079	train
9548	Decreto-Lei no 2.848	train
9549	Decreto-Lei no 201	train
9550	Decreto-Lei no 5.452	train
9551	 Lei no 7.418	test
9552	Decreto-Lei no 2.406	test
9553	 Lei no 5.859	train
9554	 Lei no 8.112	train
9555	 Decreto no 948	train
9556	 Lei no 7.418	train
9557	 Lei no 9.960	train
9558	 Decreto no 840	train
9559	 Lei no 7.827	train
9560	 Decreto no 2.916	train
9561	 Lei no 4.878	train
9562	Decreto-Lei no 3.365	test
9563	 Lei no 9.649	test
9564	 Lei no 9.782	train
9565	 Lei no 9.611	train
9566	 Lei no 8.929	train
9567	 Lei no 8.989	train
9568	 Lei no 6.435	train
9569	 Lei no 5.627	train
9570	Decreto-Lei no 73	train
9571	 Lei no 9.491	train
9572	 Lei no 8.031	train
9573	 Lei no 9.605	train
9574	 Lei no 7.418	train
9575	 Lei no 4.771	test
9576	 Lei no 9.393	test
9577	 Decreto no 840	test
9578	 Lei no 7.827	train
9579	 Lei no 9.365	train
9580	 Lei no 9.870	train
9581	 Lei no 9.530	train
9582	 Lei no 9.279	train
9583	 Lei no 7.827	train
9584	 Lei no 9782	train
9585	 Lei no 9.656	train
9586	 Lei no 4.878	test
9587	 Lei no 9649	test
9588	 Lei no 8313	train
9589	 Lei no 9312	train
9590	 Lei no 7505	train
9591	 Lei no 9533	train
9592	 Decreto no 3117	train
9593	 Lei no 9.530	train
9594	 Decreto no 3.378	train
9595	 Decreto no 3.497	train
9596	 Decreto no 3.473	train
9597	 Lei no 8.989	train
9598	 Lei no 8.989	train
9599	 Lei no 6.435	test
9600	 Lei no 5.627	test
9601	Decreto-Lei no 73	test
9602	 Lei no 9.491	test
9603	 Lei no 8.031	test
9604	 Lei no 9.605	train
9605	 Lei no 7.418	train
9606	 Lei no 4.771	train
9607	 Lei no 9.393	train
9608	 Decreto no 123	train
9609	 Lei no 7.565	train
9610	 Lei no 8.989	train
9611	 Lei no 6.435	train
9612	 Lei no 5.627	train
9613	Decreto-Lei no 73	train
9614	 Lei no 9.491	train
9615	 Lei no 8.031	train
9616	 Lei no 9.605	test
9617	 Lei no 4.771	test
9618	 Lei no 9.434	train
9619	 Lei no 7.347	train
9620	 Lei no 9.365	train
9621	 Lei no 9.870	train
9622	 Lei no 9.530	train
9623	 Lei no 9.615	train
9624	 Lei no 8.884	train
9625	 Lei no 9.478	train
9626	 Lei no 9.847	train
9627	 Lei no 9.478	test
9628	 Lei no 9.847	test
9629	 Lei no 9.478	test
9630	 Lei no 9.847	test
9631	 Lei no 9.478	train
9632	 Lei no 9.847	train
9633	 Decreto no 737	train
9634	 Decreto no 3.280	train
9635	 Lei no 9.279	train
9636	 Decreto no 3.075	train
9637	 Lei no 4.229	train
9638	Decreto-Lei no 719	train
9639	 Lei no 6.404	train
9640	Decreto-Lei no 2.627	train
9641	 Lei no 9.656	test
9642	 Lei no 5.869	test
9643	Decreto-Lei no 5.452	test
9644	 Lei no 5.859	train
9645	Decreto-Lei no 3.365	train
9646	 Lei no 6.815	train
9647	 Lei no 6.964	train
9648	 Decreto no 3.238	train
9649	 Lei no 5.917	train
9650	 Lei no 5.917	train
9651	 Decreto no 93.325	train
9652	 Decreto no 1.565	train
9653	 Lei no 7.827	train
9654	 Decreto no 93.872	test
9655	 Decreto no 3.484	test
9656	 Lei no 9.317	train
9657	 Lei no 4.229	train
9658	 Lei no 9.365	train
9659	 Lei no 9.870	train
9660	 Lei no 9.530	train
9661	 Lei no 9.279	train
9662	 Lei no 5.452	train
9663	 Lei no 9.649	train
9664	 Lei no 9.782	test
9665	 Lei no 8.929	test
9666	 Decreto no 3.096	train
9667	 Lei no 9.782	train
9668	 Lei no 8.929	train
9669	 Lei no 9.656	train
9670	 Lei no 5.869	train
9671	Decreto-Lei no 5.452	train
9672	 Lei no 5.859	train
9673	Decreto-Lei no 719	train
9674	Decreto-Lei no 3.365	train
9675	 Decreto no 3.390	test
9676	 Decreto no 1.605	test
9677	 Decreto no 3.431	train
9678	 Lei no 8.723	train
9679	 Decreto no 3.592	train
9680	 Decreto no 3.442	train
9681	 Decreto no 78724	train
9682	 Lei no 9.648	train
9683	 Decreto no 62.724	train
9684	 Decreto no 2.655	train
9685	 Decreto no 60.459	train
9686	 Decreto no 61.589	train
9687	 Decreto no 3.500	train
9688	 Lei no 5.859	test
9689	Decreto-Lei no 719	test
9690	Decreto-Lei no 3.365	train
9691	 Lei no 9.782	train
9692	 Lei no 8.929	train
9693	 Lei no 8.112	train
9694	 Decreto no 93.188	train
9695	 Lei no 8.723	train
9696	 Lei no 9.434	train
9697	 Decreto no 3.592	train
9698	 Lei no 8.989	test
9699	 Lei no 9.656	test
9700	 Lei no 5.869	train
9701	Decreto-Lei no 5.452	train
9702	 Lei no 9.533	train
9703	 Lei no 5.859	train
9704	 Lei no 9.279	train
9705	Decreto-Lei no 719	train
9706	Decreto-Lei no 3.365	train
9707	 Lei no 7.827	train
9708	 Lei no 8929	train
9709	 Lei no 9.649	test
9710	 Decreto no 71.733	test
9711	 Lei no 8.948	train
9712	 Decreto no 2.406	train
9713	 Decreto no 3289	train
9714	 Lei no 9.841	train
9715	Lei Complementar no 93	train
9716	 Decreto no 3.140	train
9717	 Decreto no 3.096	train
9718	 Lei no 8.989	train
9719	 Lei no 6.435	train
9720	 Lei no 5.627	train
9721	Decreto-Lei no 73	train
9722	 Lei no 9.491	test
9723	 Lei no 8.031	test
9724	 Lei no 9.605	test
9725	 Lei no 4.771	train
9726	 Lei no 9.393	train
9727	 Lei no 8.723	train
9728	 Lei no 9.656	train
9729	 Lei no 9.434	train
9730	 Lei no 7.347	train
9731	 Lei no 9.365	train
9732	 Lei no 9.870	train
9733	 Lei no 9.615	train
9734	 Lei no 9.279	test
9735	 Lei no 4.229	test
9736	 Decreto no 1.947	train
9737	 Lei no 9.478	train
9738	 Decreto no 2.705	train
9739	 Decreto no 3.280	train
9740	 Decreto no 2.954	train
9741	 Lei no 7.827	train
9742	 Lei no 4.878	train
9743	 Lei no 9.649	train
9744	 Lei no 8.929	train
9745	 Lei no 7.827	test
9746	 Lei no 4.878	test
9747	 Lei no 9.782	train
9748	 Decreto no 98.816	train
9749	 Lei no 8.213	train
9750	Decreto-Lei no 2.406	train
9751	 Lei no 8.723	train
9752	 Lei no 4.229	train
9753	 Lei no 4.229	train
9754	 Lei no 8.989	train
9755	 Lei no 6.435	test
9756	 Lei no 5.627	test
9757	Decreto-Lei no 73	test
9758	 Lei no 9.491	test
9759	 Lei no 8.031	test
9760	 Lei no 9.605	train
9761	 Lei no 7.418	train
9762	 Lei no 4.771	train
9763	 Lei no 9.393	train
9764	 Lei no 9.434	train
9765	 Lei no 9.365	train
9766	Decreto-Lei no 2.406	train
9767	 Lei no 5.869	train
9768	Decreto-Lei no 5.452	train
9769	 Lei no 5.859	train
9770	 Lei no 7.802	test
9771	 Decreto no 2255	test
9772	 Decreto no 93872	train
9773	 Lei no 9.394	train
9774	Medida Provisória no 1.477	train
9775	 Lei no 8.167	train
9776	 Lei no 4.131	train
9777	 Lei no 8.313	train
9778	 Lei no 9.069	train
9779	 Decreto no 1.820	train
9780	 Decreto no 2092	train
9781	 Decreto no 2.162	test
9782	 Decreto no 1500	test
9783	 Decreto no 1820	train
9784	 Decreto no 1.784	train
9785	 Decreto no 2.162	train
9786	 Decreto no 1.509	train
9787	 Lei no 8.918	train
9788	 Decreto no 1.796	train
9789	 Lei no 8666	train
9790	 Decreto no 1.807	train
9791	 Decreto no 2.048	test
9792	 Decreto no 90.608	test
9793	 Decreto no 2.122	train
9794	 Decreto no 83.726	train
9795	 Decreto no 1.820	train
9796	 Decreto no 1.605	train
9797	 Lei no 7.501	train
9798	 Decreto no 2.027	train
9799	 Decreto no 2.286	train
9800	 Decreto no 2.220	train
9801	 Decreto no 2.173	test
9802	 Lei no 9.069	test
9803	 Decreto no 1.312	test
9804	Medida Provisória no 1.534	train
9805	 Lei no 9.479	train
9806	 Decreto no 1.387	train
9807	 Lei no 9.055	train
9808	 Decreto no 967	train
9809	 Decreto no 2.013	train
9810	 Lei no 7.501	train
9811	 Lei no 9.445	train
9812	 Decreto no 881	train
9813	 Decreto no 107	test
9814	 Decreto no 2.147	test
9815	 Decreto no 2.027	train
9816	 Lei no 6.662	train
9817	 Decreto no 89.496	train
9818	 Decreto no 95.859	train
9819	 Decreto no 97.596	train
9820	 Lei no 9.432	train
9821	 Lei no 8.078	train
9822	 Decreto no 861	train
9823	 Decreto no 2.214	train
9824	 Lei no 4.680	train
9825	Decreto no 57	train
9826	 Lei no 9.277	train
9827	 Decreto no 825	test
9828	 Lei no 9.424	test
9829	 Decreto no 1.998	train
9830	 Decreto no 2.111	train
9831	 Decreto no 2027	train
9832	 Decreto no 1911	train
9833	 Decreto no 2.281	train
9834	 Decreto no 2.335	train
9835	Medida Provisória no 1.535	train
9836	 Lei no 9.456	train
9837	 Lei no 9.394	test
9838	 Lei no 8.031	test
9839	 Lei no 6.704	train
9840	 Lei no 8.878	train
9841	 Decreto no 1.499	train
9842	 Decreto no 1.935	train
9843	 Decreto no 66.434	train
9844	Decreto-Lei no 1.177	train
9845	Medida Provisória no 1.540	train
9846	 Decreto no 1.778	train
9847	 Decreto no 1.958	train
9848	Lei Complementar no 89	test
9849	 Decreto no 6.521	test
9850	 Lei no 12.715	train
9851	 Decreto no 8.079	train
9852	 Lei no 8.666	train
9853	 Lei no 8.666	train
9854	 Lei no 8.666	train
9855	 Decreto no 6.759	train
9856	 Lei no 12.593	train
9857	 Lei no 10.683	train
9858	 Lei no 11.906	train
9859	 Lei no 8.069	test
9860	 Lei no 8.666	test
9861	 Decreto no 8.030	train
9862	 Lei no 12.798	train
9863	 Lei no 7.678	train
9864	 Decreto no 7.973	train
9865	 Decreto no 7.827	train
9866	 Decreto no 6.412	train
9867	 Lei no 12.783	train
9868	 Decreto no 7.891	train
9869	 Lei no 11.096	train
9870	 Decreto no 5.493	train
9871	 Decreto no 5.995	test
9872	 Lei no 7.678	test
9873	 Lei no 10.848	train
9874	 Lei no 11.445	train
9875	 Decreto no 7.217	train
9876	 Lei no 12.859	train
9877	 Lei no 10.637	train
9878	 Lei no 10.833	train
9879	 Lei no 10.865	train
9880	 Decreto no 5.163	train
9881	 Lei no 9.394	train
9882	 Decreto no 7.493	train
9883	 Decreto no 6.038	train
9884	 Decreto no 7.535	train
9885	 Decreto no 8.197	test
9886	 Decreto no 5.125	test
9887	Medida Provisória no 190	test
9888	 Lei no 8.666	train
9889	 Lei no 8.666	train
9890	 Lei no 8.666	train
9891	 Decreto no 7.713	train
9892	 Lei no 11.343	train
9893	 Lei no 8.069	train
9894	 Lei no 5.859	train
9895	 Decreto no 6.272	train
9896	 Decreto no 660	train
9897	 Lei no 7.347	test
9898	 Lei no 9.648	test
9899	 Decreto no 5.081	train
9900	 Decreto no 6.306	train
9901	 Lei no 7.713	train
9902	 Lei no 9.250	train
9903	 Lei no 11.482	train
9904	 Decreto no 5.209	train
9905	 Decreto no 7.492	train
9906	 Decreto no 2.908	train
9907	 Lei no 12.715	train
9908	 Decreto no 7.830	train
9909	 Lei no 4.716	train
9910	 Lei no 6.815	test
9911	 Lei no 7.565	test
9912	 Lei no 9.503	train
9913	 Lei no 11.941	train
9914	Decreto-Lei no 1.598	train
9915	Lei Complementar no 51	train
9916	 Decreto no 7.919	train
9917	Lei Complementar no 93	train
9918	 Lei no 9.504	train
9919	 Lei no 9.503	train
9920	 Lei no 8.072	train
9921	Decreto-Lei no 2.848	train
9922	 Lei no 11.526	test
9923	 Decreto no 8.159	test
9924	 Lei no 8.958	train
9925	 Lei no 8.958	train
9926	 Lei no 12.101	train
9927	 Decreto no 6.170	train
9928	 Decreto no 6.061	train
9929	 Decreto no 6.233	train
9930	 Decreto no 6.812	train
9931	 Decreto no 8.228	train
9932	 Lei no 8.666	test
9933	 Decreto no 7.892	test
9934	 Lei no 12.462	test
9935	 Decreto no 7.581	test
9936	 Lei no 9.503	train
9937	Lei Complementar no 93	train
9938	 Decreto no 4.892	train
9939	 Lei no 12.872	train
9940	 Decreto no 8.178	train
9941	 Lei no 8.629	train
9942	Emenda Constitucional no 19	train
9943	 Lei no 12.462	train
9944	 Lei no 11.947	train
9945	 Lei no 10.893	test
9946	 Decreto no 7.485	test
9947	 Decreto no 7.312	test
9948	 Lei no 11.091	train
9949	 Decreto no 8.197	train
9950	 Lei no 9.294	train
9951	 Decreto no 2.018	train
9952	 Lei no 12.340	train
9953	 Lei no 12.340	train
9954	 Lei no 4.117	train
9955	 Decreto no 6.306	train
9956	 Lei no 12.741	train
9957	 Lei no 12.741	train
9958	 Lei no 7.565	test
9959	 Decreto no 6.759	test
9960	 Lei no 10.826	train
9961	 Lei no 11.350	train
9962	 Lei no 1.437	train
